part_id,mode_survey,group_yn,group_n,include_all_contacts,num_left_out,group_age0,group_age6,group_age12,group_age19,group_age60,group_age,group_cont
2010212,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010213,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010214,T,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
2010215,T,0,0,0,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010216,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010217,T,1,40,1,NA,1,0,0,1,0,age0-6,Group Cont
2010218,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010219,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010220,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010222,T,0,0,0,3,0,0,0,0,0,No Group Cont,No Group Cont
2010223,T,0,0,0,6,0,0,0,0,0,No Group Cont,No Group Cont
2010224,T,1,25,1,NA,0,1,0,0,0,age6-12,Group Cont
2010225,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010301,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010302,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010303,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010304,T,0,0,0,10,0,0,0,0,0,No Group Cont,No Group Cont
2010305,T,1,30,0,20,0,0,0,1,0,age20-60,Group Cont
2010306,T,1,28,0,5,0,0,0,0,1,age60-,Group Cont
2010307,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010308,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010309,T,0,0,0,10,0,0,0,0,0,No Group Cont,No Group Cont
2010310,T,1,25,0,3,0,0,0,1,0,age20-60,Group Cont
2010311,T,0,0,0,3,0,0,0,0,0,No Group Cont,No Group Cont
2010312,T,1,60,0,20,0,0,0,1,0,age20-60,Group Cont
2010313,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010314,T,0,0,0,10,0,0,0,0,0,No Group Cont,No Group Cont
2010315,T,1,33,0,14,0,1,0,0,0,age6-12,Group Cont
2010316,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010317,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010318,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010319,T,1,20,0,20,1,1,1,1,1,age0-6,Group Cont
2010320,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010321,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010322,T,0,0,0,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010323,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010324,T,0,0,0,10,0,0,0,0,0,No Group Cont,No Group Cont
2010401,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010402,T,1,20,1,NA,0,1,0,0,0,age6-12,Group Cont
2010403,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010404,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010405,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010406,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010407,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010408,T,1,50,0,15,0,0,0,1,0,age20-60,Group Cont
2010409,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010410,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010411,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010412,T,0,0,0,10,0,0,0,0,0,No Group Cont,No Group Cont
2010413,T,1,60,1,NA,0,0,0,1,1,age20-60,Group Cont
2010414,T,1,60,1,NA,0,0,1,0,0,age13-19,Group Cont
2010415,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010416,T,0,0,0,20,0,0,0,0,0,No Group Cont,No Group Cont
2010417,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010418,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010419,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010420,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010421,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2010422,T,0,0,0,15,0,0,0,0,0,No Group Cont,No Group Cont
2010423,T,0,0,0,3,0,0,0,0,0,No Group Cont,No Group Cont
2010425,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020101,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020102,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020103,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020104,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020105,T,0,0,0,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020106,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020107,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020108,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020109,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020110,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020111,T,1,100,1,NA,0,0,0,1,0,age20-60,Group Cont
2020112,T,1,40,1,NA,0,0,0,1,1,age20-60,Group Cont
2020113,T,0,0,0,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020114,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020115,T,1,20,1,NA,0,0,0,1,1,age20-60,Group Cont
2020116,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020117,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020118,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020119,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020120,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020121,T,1,50,NA,NA,0,0,1,1,0,age13-19,Group Cont
2020122,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020123,T,1,20,NA,NA,0,0,0,1,0,age20-60,Group Cont
2020124,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020125,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020202,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020203,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020204,T,0,0,0,3,0,0,0,0,0,No Group Cont,No Group Cont
2020205,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020206,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020207,T,0,0,0,3,0,0,0,0,0,No Group Cont,No Group Cont
2020208,T,1,36,1,NA,0,1,0,0,0,age6-12,Group Cont
2020209,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020210,T,0,0,0,7,0,0,0,0,0,No Group Cont,No Group Cont
2020211,T,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
2020212,T,1,20,NA,NA,0,0,0,0,0,No Group Cont,Group Cont
2020213,T,0,0,0,4,0,0,0,0,0,No Group Cont,No Group Cont
2020214,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020215,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020216,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020217,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020218,T,1,77,1,NA,0,0,0,1,1,age20-60,Group Cont
2020219,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020220,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020221,T,1,30,1,NA,0,0,0,1,1,age20-60,Group Cont
2020222,T,1,20,1,NA,0,1,1,1,1,age6-12,Group Cont
2020223,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020224,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020225,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020301,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020302,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020303,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020304,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020305,S,1,45,NA,NA,0,0,0,1,0,age20-60,Group Cont
2020306,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020307,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020308,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020309,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020310,S,1,25,NA,NA,0,0,0,1,1,age20-60,Group Cont
2020311,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020312,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020313,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020314,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020315,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020316,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020317,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020318,S,1,25,NA,NA,1,0,0,0,0,age0-6,Group Cont
2020319,S,1,40,NA,NA,0,1,0,0,0,age6-12,Group Cont
2020320,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020321,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020322,S,1,30,NA,NA,1,0,0,0,0,age0-6,Group Cont
2020323,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020324,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020401,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020402,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020403,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020405,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020406,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020407,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020408,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020409,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020410,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020411,S,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
2020412,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020413,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020415,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020416,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020417,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020418,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2020419,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030101,T,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
2030102,S,1,30,1,NA,0,1,0,0,0,age6-12,Group Cont
2030103,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030104,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030105,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030106,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030107,T,1,30,0,5,0,0,0,1,0,age20-60,Group Cont
2030108,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030109,T,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
2030110,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030111,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030112,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030113,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030114,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030115,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030116,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030117,T,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
2030118,S,1,22,1,NA,0,0,0,1,1,age20-60,Group Cont
2030119,T,0,0,0,10,0,0,0,0,0,No Group Cont,No Group Cont
2030120,S,1,25,1,NA,0,0,0,1,0,age20-60,Group Cont
2030121,S,1,35,1,NA,0,0,1,1,0,age13-19,Group Cont
2030122,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030123,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030124,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030125,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030201,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030202,T,1,25,1,NA,0,0,0,0,1,age60-,Group Cont
2030203,T,1,60,1,NA,0,0,0,1,1,age20-60,Group Cont
2030204,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030205,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030206,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030208,T,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
2030209,T,1,30,1,NA,0,0,0,1,1,age20-60,Group Cont
2030210,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030211,T,1,60,1,NA,0,0,0,1,1,age20-60,Group Cont
2030212,T,1,40,1,NA,0,0,0,1,0,age20-60,Group Cont
2030213,T,1,50,1,NA,0,0,0,1,0,age20-60,Group Cont
2030214,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030215,T,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
2030216,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030217,S,1,28,1,NA,0,0,0,1,0,age20-60,Group Cont
2030218,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030219,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030220,S,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
2030221,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030222,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030223,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030224,S,1,25,1,NA,1,0,0,0,0,age0-6,Group Cont
2030225,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030226,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030301,T,1,40,1,NA,0,0,0,1,1,age20-60,Group Cont
2030302,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030303,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030304,S,1,30,1,NA,0,0,1,1,0,age13-19,Group Cont
2030305,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030306,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030307,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030308,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030309,T,1,60,1,NA,0,0,0,0,1,age60-,Group Cont
2030310,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030311,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030312,T,1,40,1,NA,0,0,0,0,1,age60-,Group Cont
2030313,T,1,40,1,NA,0,0,0,0,1,age60-,Group Cont
2030314,T,1,20,1,NA,0,0,0,1,1,age20-60,Group Cont
2030315,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030316,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030317,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030318,S,1,37,1,NA,0,1,0,0,0,age6-12,Group Cont
2030319,S,1,35,1,NA,0,0,1,0,1,age13-19,Group Cont
2030320,S,1,37,1,NA,0,0,1,0,0,age13-19,Group Cont
2030321,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030322,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030323,S,1,30,1,NA,1,0,0,0,0,age0-6,Group Cont
2030324,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030325,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030401,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030402,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030403,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030404,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030405,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030406,T,1,21,1,NA,0,0,0,1,0,age20-60,Group Cont
2030407,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030408,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030409,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030410,S,1,38,1,NA,0,1,0,0,0,age6-12,Group Cont
2030411,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030412,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030413,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030414,S,1,40,1,NA,0,0,1,0,0,age13-19,Group Cont
2030415,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030416,T,1,21,1,NA,0,0,0,1,0,age20-60,Group Cont
2030417,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030418,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030419,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030420,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030421,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030422,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030423,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030424,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2030425,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040101,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040102,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040103,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040104,S,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
2040105,S,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
2040106,S,1,20,1,NA,0,0,0,1,1,age20-60,Group Cont
2040107,S,1,22,1,NA,0,0,0,1,1,age20-60,Group Cont
2040108,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040109,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040110,S,1,35,1,NA,0,0,1,0,0,age13-19,Group Cont
2040111,S,1,24,1,NA,0,0,0,1,1,age20-60,Group Cont
2040112,S,1,35,1,NA,0,0,1,0,0,age13-19,Group Cont
2040113,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040114,S,1,38,1,NA,0,0,1,0,0,age13-19,Group Cont
2040115,S,1,28,1,NA,0,0,0,1,1,age20-60,Group Cont
2040116,S,1,44,1,NA,0,0,1,0,0,age13-19,Group Cont
2040117,S,1,35,1,NA,0,0,0,1,1,age20-60,Group Cont
2040118,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040119,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040120,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040121,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040122,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040123,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040124,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040125,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040201,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040202,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040203,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040204,T,1,30,1,NA,0,0,1,0,0,age13-19,Group Cont
2040205,S,1,45,1,NA,0,0,1,1,0,age13-19,Group Cont
2040206,T,1,25,1,NA,0,0,1,1,0,age13-19,Group Cont
2040207,T,1,100,NA,NA,0,0,0,1,0,age20-60,Group Cont
2040208,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040209,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040210,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040211,T,1,25,1,NA,0,0,0,1,0,age20-60,Group Cont
2040212,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040213,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040214,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040215,T,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
2040216,T,1,25,1,NA,0,0,0,0,1,age60-,Group Cont
2040217,T,1,25,1,NA,0,0,0,1,1,age20-60,Group Cont
2040218,T,1,25,1,NA,0,0,0,1,1,age20-60,Group Cont
2040219,T,0,0,0,10,0,0,0,0,0,No Group Cont,No Group Cont
2040220,T,1,25,1,NA,0,0,0,1,1,age20-60,Group Cont
2040221,T,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
2040222,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040223,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040224,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040225,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040301,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040302,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040303,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040304,S,1,30,1,NA,0,0,1,0,0,age13-19,Group Cont
2040305,S,1,30,0,2,0,0,1,0,0,age13-19,Group Cont
2040306,T,1,40,1,NA,0,0,0,1,0,age20-60,Group Cont
2040307,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040308,T,1,60,1,NA,0,0,0,0,1,age60-,Group Cont
2040309,T,1,30,1,NA,1,1,1,1,1,age0-6,Group Cont
2040310,T,1,30,1,NA,0,0,1,1,0,age13-19,Group Cont
2040311,T,1,30,1,NA,0,0,0,1,1,age20-60,Group Cont
2040312,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040313,S,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
2040314,T,1,40,1,NA,0,0,0,1,0,age20-60,Group Cont
2040315,T,1,35,1,NA,0,0,0,1,0,age20-60,Group Cont
2040316,T,1,25,1,NA,0,0,1,1,0,age13-19,Group Cont
2040317,S,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
2040318,T,1,50,1,NA,0,0,0,0,1,age60-,Group Cont
2040319,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040320,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
