part_id,mode_survey,group_yn,group_n,include_all_contacts,num_left_out,group_age0,group_age6,group_age12,group_age19,group_age60,group_age,group_cont
2040322,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040323,T,0,0,0,3,0,0,0,0,0,No Group Cont,No Group Cont
2040324,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040325,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040401,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040402,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040403,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040404,S,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
2040405,S,1,30,1,NA,0,0,1,1,0,age13-19,Group Cont
2040406,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040407,T,1,35,1,NA,0,0,1,0,0,age13-19,Group Cont
2040408,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040409,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040410,T,0,0,0,3,0,0,0,0,0,No Group Cont,No Group Cont
2040411,T,1,20,0,10,1,1,1,1,1,age0-6,Group Cont
2040412,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040413,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040414,T,1,25,1,NA,0,0,0,0,1,age60-,Group Cont
2040415,T,1,20,1,NA,1,1,1,1,1,age0-6,Group Cont
2040416,T,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
2040417,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040418,T,1,30,0,5,0,0,0,1,1,age20-60,Group Cont
2040419,T,1,40,0,5,0,0,0,1,1,age20-60,Group Cont
2040420,S,0,0,0,2,0,0,0,0,0,No Group Cont,No Group Cont
2040421,T,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
2040422,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040423,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040424,S,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
2040425,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010101,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010102,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010103,T,1,50,1,NA,0,0,1,0,0,age13-19,Group Cont
3010104,T,1,30,NA,NA,0,0,1,0,0,age13-19,Group Cont
3010105,T,1,40,1,NA,0,0,1,0,0,age13-19,Group Cont
3010106,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010107,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010108,T,1,50,1,NA,1,1,0,0,1,age0-6,Group Cont
3010109,T,0,0,0,3,0,0,0,0,0,No Group Cont,No Group Cont
3010110,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010111,T,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
3010112,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010113,T,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
3010114,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010115,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010116,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010117,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010118,T,0,0,0,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010119,T,1,50,0,20,0,0,0,1,0,age20-60,Group Cont
3010120,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010121,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010122,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010123,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010124,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010125,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010201,T,1,20,1,NA,1,1,0,0,0,age0-6,Group Cont
3010202,T,0,0,0,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010203,T,1,30,1,NA,0,0,1,0,0,age13-19,Group Cont
3010204,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010205,T,1,25,1,NA,0,1,1,0,0,age6-12,Group Cont
3010206,T,1,100,1,NA,1,1,1,1,1,age0-6,Group Cont
3010208,T,1,40,1,NA,0,1,1,1,1,age6-12,Group Cont
3010209,T,1,100,1,NA,1,1,1,1,1,age0-6,Group Cont
3010210,T,1,33,1,NA,0,0,1,1,1,age13-19,Group Cont
3010211,T,1,22,1,NA,0,0,1,1,0,age13-19,Group Cont
3010212,T,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
3010213,T,1,40,1,NA,0,0,1,1,0,age13-19,Group Cont
3010214,T,1,30,1,NA,0,0,1,1,1,age13-19,Group Cont
3010215,T,1,32,1,NA,0,0,0,0,1,age60-,Group Cont
3010216,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010217,T,1,40,1,NA,0,1,1,1,1,age6-12,Group Cont
3010218,T,1,20,1,NA,0,0,0,1,1,age20-60,Group Cont
3010219,T,1,35,1,NA,0,0,0,0,1,age60-,Group Cont
3010221,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010222,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010223,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010224,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010225,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010301,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010302,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010303,T,1,50,1,NA,0,0,0,1,0,age20-60,Group Cont
3010305,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010306,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010307,T,1,40,1,NA,0,0,0,1,1,age20-60,Group Cont
3010308,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010309,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010310,T,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
3010311,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010312,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010313,T,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
3010314,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010315,T,1,25,1,NA,0,0,0,1,0,age20-60,Group Cont
3010316,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010317,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010318,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010319,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010320,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010321,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010322,S,1,21,1,NA,0,0,0,0,1,age60-,Group Cont
3010323,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010324,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010325,S,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010401,T,1,30,1,NA,0,1,0,0,0,age6-12,Group Cont
3010402,T,1,20,1,NA,0,1,0,0,0,age6-12,Group Cont
3010403,T,1,27,1,NA,0,0,1,0,0,age13-19,Group Cont
3010404,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010405,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010406,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010407,T,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
3010408,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010409,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010410,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010411,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010412,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010413,T,1,25,1,NA,0,0,0,1,0,age20-60,Group Cont
3010414,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010415,T,1,25,1,NA,0,0,0,1,0,age20-60,Group Cont
3010416,T,1,30,1,NA,0,0,1,1,1,age13-19,Group Cont
3010417,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010418,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010419,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010420,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010421,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010422,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010423,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010424,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3010425,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020101,T,1,35,1,NA,0,1,0,0,0,age6-12,Group Cont
3020102,T,1,25,1,NA,0,1,0,0,0,age6-12,Group Cont
3020103,T,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
3020104,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020105,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020106,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020107,T,1,40,NA,NA,0,0,0,1,0,age20-60,Group Cont
3020108,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020109,T,1,30,1,NA,0,0,1,1,0,age13-19,Group Cont
3020110,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020111,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020112,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020113,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020114,T,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
3020115,T,1,30,0,5,1,1,1,1,1,age0-6,Group Cont
3020116,T,1,30,1,NA,1,1,1,1,1,age0-6,Group Cont
3020117,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020118,T,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
3020119,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020120,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020121,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020122,T,0,0,0,3,0,0,0,0,0,No Group Cont,No Group Cont
3020123,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020124,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020125,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020201,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020202,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020203,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020204,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020205,T,1,25,1,NA,0,0,1,0,0,age13-19,Group Cont
3020206,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020207,T,1,40,1,NA,0,0,0,1,0,age20-60,Group Cont
3020208,T,1,30,1,NA,0,0,1,1,0,age13-19,Group Cont
3020209,T,1,35,1,NA,0,0,0,1,0,age20-60,Group Cont
3020210,T,1,50,1,NA,0,0,0,1,1,age20-60,Group Cont
3020211,T,1,32,1,NA,0,0,1,1,0,age13-19,Group Cont
3020212,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020213,T,1,20,1,NA,0,0,0,1,1,age20-60,Group Cont
3020214,T,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
3020215,T,1,30,1,NA,0,0,1,1,0,age13-19,Group Cont
3020216,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020217,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020218,T,1,35,1,NA,0,0,1,1,1,age13-19,Group Cont
3020219,T,1,25,1,NA,0,0,0,1,0,age20-60,Group Cont
3020220,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020221,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020222,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020223,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020224,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020225,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020301,T,1,40,1,NA,0,1,0,1,0,age6-12,Group Cont
3020302,T,1,36,1,NA,0,1,0,1,0,age6-12,Group Cont
3020303,T,1,43,1,NA,0,0,1,1,0,age13-19,Group Cont
3020304,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020305,T,1,50,1,NA,0,1,1,1,0,age6-12,Group Cont
3020306,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020307,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020308,T,1,38,1,NA,0,0,0,1,1,age20-60,Group Cont
3020309,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020310,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020311,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020312,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020313,T,1,45,1,NA,1,1,1,1,1,age0-6,Group Cont
3020314,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020315,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020316,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020317,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020318,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020319,T,1,50,1,NA,0,0,1,1,1,age13-19,Group Cont
3020320,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020321,T,1,40,1,NA,0,0,0,1,1,age20-60,Group Cont
3020322,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020323,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020324,T,1,30,1,NA,0,0,0,0,1,age60-,Group Cont
3020325,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020401,T,1,22,1,NA,1,1,0,0,0,age0-6,Group Cont
3020402,T,1,25,1,NA,0,1,0,0,0,age6-12,Group Cont
3020403,T,1,50,1,NA,0,0,1,0,0,age13-19,Group Cont
3020404,T,1,35,1,NA,0,0,1,0,0,age13-19,Group Cont
3020405,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020406,T,1,40,1,NA,0,0,0,1,0,age20-60,Group Cont
3020407,T,1,40,1,NA,0,0,0,1,0,age20-60,Group Cont
3020408,T,1,45,1,NA,0,0,1,1,0,age13-19,Group Cont
3020409,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020410,T,1,100,1,NA,0,0,0,1,0,age20-60,Group Cont
3020411,T,1,30,1,NA,0,0,0,1,1,age20-60,Group Cont
3020412,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020413,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020414,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020415,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020416,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020417,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020418,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020419,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020420,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020421,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020422,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020423,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020424,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3020425,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030101,T,0,0,0,10,0,0,0,0,0,No Group Cont,No Group Cont
3030102,T,0,0,0,5,0,0,0,0,0,No Group Cont,No Group Cont
3030103,T,1,20,1,NA,0,1,1,1,0,age6-12,Group Cont
3030104,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030105,T,1,50,1,NA,0,0,1,1,0,age13-19,Group Cont
3030106,T,1,100,1,NA,0,0,0,1,1,age20-60,Group Cont
3030107,T,1,50,0,20,0,0,0,1,1,age20-60,Group Cont
3030108,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030109,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030110,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030111,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030112,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030113,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030114,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030115,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030116,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030117,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030118,T,1,45,1,NA,0,1,1,1,1,age6-12,Group Cont
3030119,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030120,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030121,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030122,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030123,T,0,0,NA,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030124,T,1,20,1,NA,0,0,0,0,1,age60-,Group Cont
3030125,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030201,T,1,25,1,NA,1,0,0,0,0,age0-6,Group Cont
3030202,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030203,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030204,T,1,30,1,NA,0,0,1,0,0,age13-19,Group Cont
3030205,T,1,25,1,NA,0,1,1,0,0,age6-12,Group Cont
3030206,T,1,30,1,NA,0,0,0,1,0,age20-60,Group Cont
3030207,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030208,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030209,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030210,T,1,50,1,NA,1,1,1,1,1,age0-6,Group Cont
3030211,T,1,25,1,NA,0,0,1,1,0,age13-19,Group Cont
3030212,T,1,50,1,NA,0,0,1,1,0,age13-19,Group Cont
3030213,T,1,40,1,NA,0,0,1,1,0,age13-19,Group Cont
3030214,T,1,25,1,NA,0,0,0,1,1,age20-60,Group Cont
3030215,T,1,40,1,NA,1,1,1,1,1,age0-6,Group Cont
3030216,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030217,T,1,50,1,NA,1,1,1,1,1,age0-6,Group Cont
3030218,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030219,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030220,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030221,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030222,T,1,30,1,NA,0,0,0,1,1,age20-60,Group Cont
3030223,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030224,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030225,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030301,T,1,25,1,NA,0,1,0,0,0,age6-12,Group Cont
3030302,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030303,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030304,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030305,T,1,25,1,NA,0,1,0,0,0,age6-12,Group Cont
3030306,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030307,T,1,30,1,NA,0,0,0,1,1,age20-60,Group Cont
3030308,T,1,25,1,NA,0,0,0,1,1,age20-60,Group Cont
3030309,T,1,35,1,NA,0,0,1,1,0,age13-19,Group Cont
3030310,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030311,T,1,25,1,NA,0,0,0,1,0,age20-60,Group Cont
3030312,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030313,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030314,T,1,20,1,NA,0,0,0,1,0,age20-60,Group Cont
3030315,T,1,35,1,NA,0,0,1,1,1,age13-19,Group Cont
3030316,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030317,T,1,30,1,NA,0,0,1,1,0,age13-19,Group Cont
3030318,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030319,T,1,20,1,NA,0,0,0,1,1,age20-60,Group Cont
3030320,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030321,T,1,30,1,NA,0,0,0,0,1,age60-,Group Cont
3030322,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030323,T,1,20,1,NA,0,0,0,0,1,age60-,Group Cont
3030324,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030325,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030401,T,1,40,1,NA,1,0,0,1,0,age0-6,Group Cont
3030402,T,1,30,1,NA,1,0,0,1,0,age0-6,Group Cont
3030403,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030404,T,1,40,1,NA,0,0,1,1,0,age13-19,Group Cont
3030405,T,1,40,1,NA,0,0,1,1,0,age13-19,Group Cont
3030406,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030407,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030408,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030409,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030410,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030411,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030412,T,1,55,1,NA,0,0,0,1,0,age20-60,Group Cont
3030413,T,1,35,1,NA,0,0,0,1,0,age20-60,Group Cont
3030414,T,1,25,1,NA,0,0,0,1,0,age20-60,Group Cont
3030415,T,1,100,1,NA,0,1,1,1,1,age6-12,Group Cont
3030416,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030417,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030418,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030419,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030420,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030421,T,1,50,1,NA,0,0,0,1,1,age20-60,Group Cont
3030422,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030423,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030424,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
3030425,T,0,0,1,NA,0,0,0,0,0,No Group Cont,No Group Cont
